Datum; Uhrzeit; eCO2 (ppm); tVOC (ppb); Temperatur (°C); Luftdruck (hpPa); relative Luftfeuchte (%)
2025-07-28; 02:22:33; 405; 0; 33.44; 998.6471875; 31.9345703125
2025-07-28; 02:23:33; 400; 0; 33.46; 998.678671875; 31.8662109375
2025-07-28; 02:24:33; 400; 0; 33.48; 998.6817578125; 31.890625
2025-07-28; 02:25:33; 403; 0; 33.46; 998.6865234375; 31.8662109375
2025-07-28; 02:26:34; 400; 0; 33.51; 998.749765625; 31.80078125
2025-07-28; 02:27:34; 405; 0; 33.52; 998.68046875; 31.7783203125
2025-07-28; 02:28:34; 400; 0; 33.55; 998.614296875; 31.7685546875
2025-07-28; 02:29:34; 408; 1; 33.52; 998.66; 31.755859375
2025-07-28; 02:30:34; 403; 0; 33.58; 998.6617578125; 31.64453125
2025-07-28; 02:31:34; 400; 0; 33.58; 998.6617578125; 31.6669921875
2025-07-28; 02:32:34; 405; 0; 33.59; 998.649140625; 31.64453125
2025-07-28; 02:33:34; 400; 0; 33.6; 998.6365234375; 31.6455078125
2025-07-28; 02:34:34; 403; 0; 33.59; 998.685390625; 31.6220703125
2025-07-28; 02:35:34; 400; 0; 33.57; 998.65390625; 31.712890625
2025-07-28; 02:36:34; 405; 0; 33.59; 998.6003515625; 31.5986328125
2025-07-28; 02:37:34; 400; 0; 33.6; 998.6160546875; 31.6103515625
2025-07-28; 02:38:34; 408; 1; 33.62; 998.6112890625; 31.5546875
2025-07-28; 02:39:34; 413; 1; 33.65; 998.638359375; 31.533203125
2025-07-28; 02:40:34; 408; 1; 33.69; 998.6083203125; 31.4560546875
2025-07-28; 02:41:34; 408; 1; 33.64; 998.6509765625; 31.521484375
2025-07-28; 02:42:34; 413; 1; 33.68; 998.592578125; 31.4423828125
2025-07-28; 02:43:34; 408; 1; 33.66; 998.5894921875; 31.4765625
2025-07-28; 02:44:34; 403; 0; 33.67; 998.63359375; 31.4423828125
2025-07-28; 02:45:34; 402; 0; 33.7; 998.6605859375; 31.43359375
2025-07-28; 02:46:34; 406; 0; 33.71; 998.5833984375; 31.3994140625
2025-07-28; 02:47:34; 406; 0; 33.68; 998.592578125; 31.4658203125
2025-07-28; 02:48:34; 400; 0; 33.69; 998.616171875; 31.4326171875
2025-07-28; 02:49:34; 400; 0; 33.72; 998.599140625; 31.365234375
2025-07-28; 02:50:34; 405; 0; 33.67; 998.548515625; 31.4541015625
2025-07-28; 02:51:34; 400; 0; 33.68; 998.54375; 31.431640625
2025-07-28; 02:52:34; 405; 0; 33.66; 998.59734375; 31.4541015625
2025-07-28; 02:53:34; 405; 0; 33.66; 998.5894921875; 31.4765625
2025-07-28; 02:54:34; 405; 0; 33.63; 998.578515625; 31.5087890625
2025-07-28; 02:55:34; 405; 0; 33.68; 998.5642578125; 31.431640625
2025-07-28; 02:56:34; 405; 0; 33.69; 998.6083203125; 31.4091796875
2025-07-28; 02:57:34; 405; 0; 33.65; 998.581640625; 31.4873046875
2025-07-28; 02:58:34; 413; 1; 33.67; 998.63359375; 31.431640625
2025-07-28; 02:59:34; 408; 1; 33.69; 998.5878515625; 31.3974609375
2025-07-28; 03:00:34; 405; 0; 33.66; 998.5894921875; 31.44140625
2025-07-28; 03:01:34; 408; 1; 33.7; 998.5471484375; 31.38671875
2025-07-28; 03:02:34; 405; 0; 33.66; 998.59734375; 31.4189453125
2025-07-28; 03:03:34; 405; 0; 33.69; 998.616171875; 31.375
2025-07-28; 03:04:34; 405; 0; 33.68; 998.60046875; 31.3740234375
2025-07-28; 03:05:34; 408; 1; 33.71; 998.5833984375; 31.318359375
2025-07-28; 03:06:34; 405; 0; 33.72; 998.6069921875; 31.3310546875
2025-07-28; 03:07:34; 400; 0; 33.7; 998.6038671875; 31.3642578125
2025-07-28; 03:08:34; 400; 0; 33.73; 998.6226953125; 31.296875
2025-07-28; 03:09:35; 402; 0; 33.74; 998.5738671875; 31.2861328125
2025-07-28; 03:10:35; 400; 0; 33.73; 998.61484375; 31.296875
2025-07-28; 03:11:35; 406; 0; 33.72; 998.6353125; 31.3076171875
2025-07-28; 03:12:35; 403; 0; 33.69; 998.5594921875; 31.36328125
2025-07-28; 03:13:35; 406; 0; 33.66; 998.59734375; 31.4306640625
2025-07-28; 03:14:35; 406; 0; 33.66; 998.5327734375; 31.3837890625
2025-07-28; 03:15:35; 403; 0; 33.7; 998.6038671875; 31.3525390625
2025-07-28; 03:16:35; 403; 0; 33.69; 998.6366796875; 31.3515625
2025-07-28; 03:17:35; 400; 0; 33.71; 998.6117578125; 31.341796875
2025-07-28; 03:18:35; 405; 0; 33.7; 998.6322265625; 31.3408203125
2025-07-28; 03:19:35; 403; 0; 33.73; 998.594375; 31.2744140625
2025-07-28; 03:20:35; 408; 1; 33.69; 998.5799609375; 31.33984375
2025-07-28; 03:21:35; 403; 0; 33.7; 998.596015625; 31.2939453125
2025-07-28; 03:22:35; 408; 1; 33.71; 998.59125; 31.3193359375
2025-07-28; 03:23:35; 403; 0; 33.74; 998.6384375; 31.2509765625
2025-07-28; 03:24:35; 403; 0; 33.71; 998.6117578125; 31.2841796875
2025-07-28; 03:25:35; 403; 0; 33.73; 998.6226953125; 31.2861328125
2025-07-28; 03:26:35; 403; 0; 33.68; 998.60046875; 31.33984375
2025-07-28; 03:27:35; 403; 0; 33.67; 998.6130859375; 31.3505859375
2025-07-28; 03:28:35; 408; 1; 33.68; 998.535859375; 31.3388671875
2025-07-28; 03:29:35; 403; 0; 33.66; 998.5044140625; 31.3720703125
2025-07-28; 03:30:35; 400; 0; 33.64; 998.47296875; 31.4287109375
2025-07-28; 03:31:35; 408; 1; 33.65; 998.638359375; 31.3828125
2025-07-28; 03:32:35; 405; 0; 33.67; 998.4996875; 31.3271484375
2025-07-28; 03:33:35; 408; 1; 33.68; 998.5075390625; 31.3623046875
2025-07-28; 03:34:35; 408; 1; 33.66; 998.5611328125; 31.3955078125
2025-07-28; 03:35:35; 405; 0; 33.67; 998.52015625; 31.3388671875
2025-07-28; 03:36:35; 405; 0; 33.64; 998.5375390625; 31.3828125
2025-07-28; 03:37:35; 405; 0; 33.66; 998.540625; 31.3271484375
2025-07-28; 03:38:35; 402; 0; 33.66; 998.5044140625; 31.3603515625
2025-07-28; 03:39:35; 407; 1; 33.64; 998.5942578125; 31.3828125
2025-07-28; 03:40:35; 407; 1; 33.67; 998.5847265625; 31.28125
2025-07-28; 03:41:35; 407; 1; 33.71; 998.4983203125; 31.2841796875
2025-07-28; 03:42:35; 402; 0; 33.73; 998.50140625; 31.25
2025-07-28; 03:43:35; 402; 0; 33.66; 998.5044140625; 31.349609375
2025-07-28; 03:44:35; 410; 1; 33.64; 998.558046875; 31.3828125
2025-07-28; 03:45:35; 407; 1; 33.66; 998.540625; 31.3154296875
2025-07-28; 03:46:35; 407; 1; 33.69; 998.5594921875; 31.236328125
2025-07-28; 03:47:35; 402; 0; 33.72; 998.5707421875; 31.26171875
2025-07-28; 03:48:36; 402; 0; 33.68; 998.5075390625; 31.3046875
2025-07-28; 03:49:36; 402; 0; 33.74; 998.4887890625; 31.193359375
2025-07-28; 03:50:36; 402; 0; 33.71; 998.4778125; 31.21484375
2025-07-28; 03:51:36; 402; 0; 33.78; 998.4952734375; 31.126953125
2025-07-28; 03:52:36; 400; 0; 33.77; 998.443046875; 31.16015625
2025-07-28; 03:53:36; 403; 0; 33.73; 998.473046875; 31.1923828125
2025-07-28; 03:54:36; 410; 1; 33.75; 998.532890625; 31.1826171875
2025-07-28; 03:55:36; 406; 0; 33.72; 998.5502734375; 31.203125
2025-07-28; 03:56:36; 406; 0; 33.7; 998.482578125; 31.224609375
2025-07-28; 03:57:36; 406; 0; 33.65; 998.524921875; 31.3251953125
2025-07-28; 03:58:36; 406; 0; 33.67; 998.52015625; 31.29296875
2025-07-28; 03:59:36; 410; 1; 33.63; 998.4934765625; 31.3125
2025-07-28; 04:00:36; 406; 0; 33.66; 998.47609375; 31.314453125
2025-07-28; 04:01:36; 403; 0; 33.72; 998.5140625; 31.21484375
2025-07-28; 04:02:36; 403; 0; 33.68; 998.54375; 31.2353515625
2025-07-28; 04:03:36; 405; 0; 33.67; 998.52015625; 31.2578125
2025-07-28; 04:04:36; 405; 0; 33.64; 998.501328125; 31.34765625
2025-07-28; 04:05:36; 410; 1; 33.63; 998.55015625; 31.32421875
2025-07-28; 04:06:36; 408; 1; 33.68; 998.515390625; 31.2587890625
2025-07-28; 04:07:36; 405; 0; 33.69; 998.4665625; 31.224609375
2025-07-28; 04:08:36; 408; 1; 33.73; 998.4446875; 31.1806640625
2025-07-28; 04:09:36; 408; 1; 33.74; 998.4320703125; 31.158203125
2025-07-28; 04:10:36; 408; 1; 33.69; 998.4665625; 31.224609375
2025-07-28; 04:11:36; 408; 1; 33.67; 998.471328125; 31.2236328125
2025-07-28; 04:12:36; 405; 0; 33.65; 998.4036328125; 31.279296875
2025-07-28; 04:13:36; 405; 0; 33.61; 998.4616796875; 31.380859375
2025-07-28; 04:14:36; 408; 1; 33.66; 998.4555859375; 31.2802734375
2025-07-28; 04:15:36; 408; 1; 33.65; 998.4603515625; 31.302734375
2025-07-28; 04:16:36; 400; 0; 33.66; 998.36265625; 31.2685546875
2025-07-28; 04:17:36; 405; 0; 33.63; 998.400234375; 31.2900390625
2025-07-28; 04:18:36; 405; 0; 33.62; 998.4490625; 31.3125
2025-07-28; 04:19:36; 405; 0; 33.62; 998.4412109375; 31.30078125
2025-07-28; 04:20:36; 408; 1; 33.63; 998.4083984375; 31.2900390625
2025-07-28; 04:21:36; 405; 0; 33.61; 998.4049609375; 31.3115234375
2025-07-28; 04:22:36; 408; 1; 33.67; 998.435078125; 31.1884765625
2025-07-28; 04:23:36; 408; 1; 33.67; 998.435078125; 31.2470703125
2025-07-28; 04:24:36; 400; 0; 33.64; 998.3879296875; 31.2783203125
2025-07-28; 04:25:36; 403; 0; 33.67; 998.44296875; 31.2470703125
2025-07-28; 04:26:36; 408; 1; 33.63; 998.380078125; 31.2900390625
2025-07-28; 04:27:36; 403; 0; 33.6; 998.38140625; 31.333984375
2025-07-28; 04:28:36; 408; 1; 33.59; 998.4507421875; 31.3681640625
2025-07-28; 04:29:36; 405; 0; 33.58; 998.4428515625; 31.37890625
2025-07-28; 04:30:37; 408; 1; 33.59; 998.507421875; 31.3447265625
2025-07-28; 04:31:37; 413; 1; 33.55; 998.480390625; 31.4228515625
2025-07-28; 04:32:37; 413; 1; 33.6; 998.4664453125; 31.322265625
2025-07-28; 04:33:37; 416; 2; 33.57; 998.447578125; 31.3662109375
2025-07-28; 04:34:37; 408; 1; 33.59; 998.45859375; 31.3564453125
2025-07-28; 04:35:37; 408; 1; 33.62; 998.5057421875; 31.2666015625
2025-07-28; 04:36:37; 408; 1; 33.61; 998.4900390625; 31.2880859375
2025-07-28; 04:37:37; 408; 1; 33.62; 998.4695703125; 31.265625
2025-07-28; 04:38:37; 408; 1; 33.58; 998.527890625; 31.34375
2025-07-28; 04:39:37; 405; 0; 33.59; 998.507421875; 31.3330078125
2025-07-28; 04:40:37; 408; 1; 33.61; 998.5672265625; 31.2998046875
2025-07-28; 04:41:37; 405; 0; 33.59; 998.5357421875; 31.3564453125
2025-07-28; 04:42:37; 405; 0; 33.62; 998.5625; 31.2666015625
2025-07-28; 04:43:37; 405; 0; 33.59; 998.564140625; 31.3212890625
2025-07-28; 04:44:37; 405; 0; 33.65; 998.51703125; 31.2216796875
2025-07-28; 04:45:37; 400; 0; 33.6; 998.531015625; 31.298828125
2025-07-28; 04:46:37; 402; 0; 33.61; 998.4821875; 31.2998046875
2025-07-28; 04:47:37; 407; 1; 33.59; 998.5357421875; 31.287109375
2025-07-28; 04:48:37; 407; 1; 33.61; 998.6034375; 31.2998046875
2025-07-28; 04:49:37; 407; 1; 33.59; 998.5719921875; 31.298828125
2025-07-28; 04:50:37; 402; 0; 33.59; 998.4790625; 31.298828125
2025-07-28; 04:51:37; 402; 0; 33.57; 998.53265625; 31.3193359375
2025-07-28; 04:52:37; 65535; 65535; 33.59; 998.45859375; 31.275390625
2025-07-28; 04:53:37; 410; 1; 33.56; 998.4964453125; 31.3310546875
2025-07-28; 04:54:37; 403; 0; 33.56; 998.5248046875; 31.376953125
2025-07-28; 04:55:37; 406; 0; 33.56; 998.5166015625; 31.353515625
2025-07-28; 04:56:37; 410; 1; 33.53; 998.5828125; 31.4091796875
2025-07-28; 04:57:37; 406; 0; 33.55; 998.5937890625; 31.388671875
2025-07-28; 04:58:37; 410; 1; 33.58; 998.6617578125; 31.2861328125
2025-07-28; 04:59:37; 403; 0; 33.56; 998.581484375; 31.3193359375
2025-07-28; 05:00:37; 406; 0; 33.59; 998.6003515625; 31.310546875
2025-07-28; 05:01:37; 410; 1; 33.59; 998.6570703125; 31.275390625
2025-07-28; 05:02:37; 406; 0; 33.56; 998.7433984375; 31.353515625
2025-07-28; 05:03:37; 400; 0; 33.54; 998.7403125; 31.3984375
2025-07-28; 05:04:37; 406; 0; 33.58; 998.6980078125; 31.2978515625
2025-07-28; 05:05:37; 406; 0; 33.58; 998.7263671875; 31.251953125
2025-07-28; 05:06:37; 400; 0; 33.56; 998.7232421875; 31.30859375
2025-07-28; 05:07:38; 405; 0; 33.54; 998.655234375; 31.3759765625
2025-07-28; 05:08:38; 405; 0; 33.5; 998.67734375; 31.46484375
2025-07-28; 05:09:38; 410; 1; 33.54; 998.6269140625; 31.3759765625
2025-07-28; 05:10:38; 410; 1; 33.53; 998.63953125; 31.38671875
2025-07-28; 05:11:38; 408; 1; 33.5; 998.60015625; 31.384765625
2025-07-28; 05:12:38; 408; 1; 33.54; 998.7481640625; 31.353515625
2025-07-28; 05:13:38; 408; 1; 33.54; 998.68359375; 31.3642578125
2025-07-28; 05:14:38; 410; 1; 33.56; 998.6665234375; 31.2734375
2025-07-28; 05:15:38; 408; 1; 33.55; 998.6993359375; 31.330078125
